Dataset,Row,Col,Accuracy_A,Accuracy_B,Accuracy_D,Loss_A,Loss_B,Loss_D,Validation_Accuracy_A,Validation_Accuracy_B,Validation_Accuracy_D,Validation_Loss_A,Validation_Loss_B,Validation_Loss_D,Delta_Training_Accuracy,Delta_Validation_Accuracy,Delta_Training_Loss,Delta_Validation_Loss,Training_Accuracy_Win_Count,Training_Accuracy_Lose_Count,Training_Accuracy_Same_Count,Training_Loss_Win_Count,Training_Loss_Lose_Count,Validation_Accuracy_Win_Count,Validation_Accuracy_Lose_Count,Validation_Accuracy_Same_Count,Validation_Loss_Win_Count,Validation_Loss_Lose_Count,ARI
fri_c2_100_5.csv,100,5,0.6916666666666667,0.6916666666666667,0.6888888888888889,0.608574413590961,0.6043105589018928,21.773069792323643,0.6166666666666667,0.6166666666666667,0.6111111111111112,0.650035109784868,0.6504741675323911,25.28141282664405,Decreased,Decreased,Increased,Increased,0,2,7,1,8,0,1,8,0,9,0
fri_c2_100_50.csv,100,50,0.7833333333333333,0.7888888888888889,0.7777777777777777,0.5129609985484017,0.49738423857423997,18.418407632244957,0.6333333333333333,0.6222222222222222,0.6222222222222222,0.6121979322698381,0.6137732002470229,20.88292529185613,Decreased,Same,Increased,Increased,0,5,4,1,8,2,2,5,2,7,0
fri_c2_250_10.csv,250,10,0.8005555555555556,0.826111111111111,0.7955555555555556,0.47431307699945235,0.43697654869821334,11.445641073915693,0.7311111111111112,0.7555555555555555,0.7288888888888888,0.48919304874208236,0.4672278000248803,16.27812984254625,Decreased,Decreased,Increased,Increased,0,6,3,1,8,1,3,5,2,7,0
fri_c2_250_25.csv,250,25,0.5908333333333334,0.64,0.5908333333333334,0.6572942435741425,0.6197482248147329,38.160820692777634,0.62,0.6466666666666667,0.62,0.6710603137811025,0.6398084064324697,32.76790478825569,Decreased,Decreased,Increased,Increased,0,2,4,1,5,0,1,5,1,5,0
fri_c2_250_5.csv,250,5,0.7433333333333333,0.7438888888888888,0.7705555555555557,0.5469512707657285,0.5386675794919332,9.651639915174908,0.6777777777777777,0.6844444444444444,0.7111111111111111,0.5824261605739594,0.5781558487150404,12.188477039337158,Increased,Increased,Increased,Increased,1,4,4,4,5,4,1,4,5,4,0
fri_c2_250_50.csv,250,50,0.7794444444444444,0.7816666666666667,0.7816666666666667,0.5483769211504195,0.5345319343937768,10.67238676879141,0.6355555555555557,0.6355555555555555,0.6266666666666666,0.6435697078704834,0.6453364094098409,9.600480364428627,Same,Decreased,Increased,Increased,3,3,3,2,7,2,4,3,5,4,0
fri_c3_100_10.csv,100,10,0.6069444444444445,0.6069444444444445,0.6069444444444445,0.661122613483005,0.6580063766903348,34.927674472332,0.6055555555555556,0.5944444444444446,0.6055555555555556,0.6694293551974826,0.6684964762793647,38.39152154657576,Same,Increased,Increased,Increased,0,0,9,0,9,1,0,8,0,9,0
fri_c3_100_25.csv,100,25,0.5805555555555555,0.5847222222222221,0.5763888888888888,0.6786694063080682,0.6740613844659593,24.325063745180767,0.5333333333333333,0.5222222222222221,0.5388888888888889,0.6912298136287265,0.6934110720952352,29.19005317158169,Decreased,Increased,Increased,Increased,0,2,7,3,6,1,0,8,2,7,0
fri_c3_100_5.csv,100,5,0.5388888888888889,0.5888888888888888,0.5375,0.6816858053207397,0.6548889610502455,29.955545398924087,0.6111111111111112,0.638888888888889,0.6111111111111112,0.6597766478856405,0.6419453753365411,27.99001168542438,Decreased,Decreased,Increased,Increased,0,4,5,0,9,1,2,6,2,7,0
fri_c3_100_50.csv,100,50,0.7138888888888889,0.7555555555555555,0.75,0.5716719031333923,0.5530892213185629,17.06579138835271,0.6055555555555556,0.6000000000000001,0.6111111111111112,0.6325839360555013,0.6342399848832024,17.56174040502972,Decreased,Increased,Increased,Increased,1,2,6,2,7,1,1,7,3,6,0
fri_c3_250_10.csv,250,10,0.5942857142857143,0.6142857142857142,0.6135714285714285,0.6772675939968654,0.6563194479261126,25.995512630258286,0.5485714285714286,0.5485714285714286,0.5285714285714286,0.6873580302510943,0.6796860098838806,28.860627608639852,Decreased,Decreased,Increased,Increased,1,2,4,1,6,0,2,5,1,6,0
fri_c3_250_25.csv,250,25,0.605,0.6683333333333334,0.6172222222222223,0.6542339126269022,0.6312336524327596,20.572123905022938,0.6111111111111112,0.5977777777777777,0.5977777777777777,0.6726333565182157,0.6655322445763482,18.150194274054634,Decreased,Same,Increased,Increased,0,6,3,2,7,2,3,4,3,6,0
fri_c3_250_5.csv,250,5,0.726111111111111,0.75,0.7122222222222221,0.5802714559766982,0.5614279177453783,9.928928328884972,0.7177777777777777,0.7422222222222223,0.708888888888889,0.5711658729447259,0.5582641230689155,10.858116865158081,Decreased,Decreased,Increased,Increased,0,6,3,3,6,4,4,1,4,5,0
fri_c3_250_50.csv,250,50,0.6400000000000001,0.6933333333333335,0.6461111111111112,0.6330932444996304,0.6045913166469998,29.005158142911064,0.5977777777777777,0.5977777777777776,0.5977777777777777,0.6638987991544936,0.660323957602183,28.876539078023697,Decreased,Increased,Increased,Increased,2,2,5,2,7,2,2,5,2,7,0
fri_c4_100_10.csv,100,10,0.6305555555555555,0.6555555555555556,0.6249999999999999,0.6344474222924974,0.6170871059099833,26.64195258087582,0.6222222222222222,0.6444444444444445,0.6222222222222222,0.6379327906502618,0.6165093514654372,25.255704157882267,Decreased,Decreased,Increased,Increased,1,4,4,2,7,1,2,6,2,7,0
fri_c4_100_100.csv,100,100,0.7093750000000001,0.7171875,0.721875,0.6383195891976357,0.6258031167089939,0.6243073306977749,0.475,0.48125,0.45625,0.7078301981091499,0.7110536992549896,0.7130153551697731,Increased,Decreased,Decreased,Increased,1,2,5,2,6,0,4,4,3,5,0
fri_c4_100_25.csv,100,25,0.8277777777777777,0.8319444444444444,0.8319444444444444,0.48151517907778424,0.47003735767470467,5.798256559504403,0.7111111111111111,0.7000000000000001,0.7222222222222222,0.5658288068241544,0.565126445558336,4.356500708394581,Same,Increased,Increased,Increased,5,3,1,6,3,4,3,2,7,2,0
fri_c4_100_50.csv,100,50,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6840737793180678,0.6796513862080045,44.44444444444444,0.5777777777777777,0.5777777777777777,0.5777777777777777,0.6827226016256545,0.6854887207349142,42.22222222222222,Same,Same,Increased,Increased,0,0,9,0,9,0,0,9,0,9,0
fri_c4_250_10.csv,250,10,0.5788888888888889,0.596111111111111,0.5766666666666667,0.6739614937040541,0.6622164050738016,31.547246522373623,0.5688888888888889,0.5844444444444445,0.5666666666666667,0.677787548965878,0.6721000472704569,30.886175791422527,Decreased,Decreased,Increased,Increased,0,3,6,0,9,1,2,6,1,8,0
fri_c4_250_100.csv,250,100,0.7733333333333333,0.7672222222222222,0.7466666666666666,0.5817260675960116,0.5535360210471683,10.488392667637932,0.5933333333333334,0.5977777777777776,0.6022222222222222,0.6682802571190728,0.671864754623837,9.188110808531443,Decreased,Increased,Increased,Increased,1,5,3,2,7,3,3,3,3,6,0
fri_c4_250_25.csv,250,25,0.6322222222222222,0.6588888888888889,0.6527777777777779,0.6375072399775187,0.6287269128693475,10.370010640886095,0.6133333333333334,0.56,0.5599999999999999,0.6647372510698106,0.6677947905328538,11.62083351612091,Decreased,Decreased,Increased,Increased,1,3,5,3,6,2,1,6,5,4,0
fri_c4_250_50.csv,250,50,0.6216666666666667,0.6633333333333334,0.6233333333333334,0.6492744617991977,0.6293954186969333,25.713820530308617,0.5755555555555555,0.5911111111111111,0.58,0.6768394973542955,0.6701325707965426,26.28994076119529,Decreased,Decreased,Increased,Increased,0,4,5,2,7,1,2,6,3,6,0
fruitfly.csv,125,4,0.5822222222222222,0.6155555555555555,0.5822222222222222,0.6745687325795492,0.6709983746210734,7.816643410258823,0.5911111111111111,0.5777777777777778,0.5911111111111111,0.6768709619839987,0.6781296796268887,5.490707092814976,Decreased,Increased,Increased,Increased,0,1,8,3,6,1,0,8,4,5,0
glass2.csv,163,9,0.5521367521367522,0.5606837606837607,0.5632478632478634,0.6861239141888089,0.6806604994667901,6.3316886689927845,0.5757575757575757,0.5555555555555556,0.569023569023569,0.6838060816129049,0.6828691429562039,7.334777388307783,Increased,Increased,Increased,Increased,2,2,5,2,7,2,1,6,6,3,0
grub-damage.csv,155,8,0.7328629032258064,0.7389112903225806,0.6875,0.5350978225469589,0.5285615026950836,12.531521193683147,0.7459677419354839,0.7419354838709677,0.6975806451612904,0.5455443076789379,0.5417980290949345,10.830844335258007,Decreased,Decreased,Increased,Increased,0,5,3,0,8,1,4,3,0,8,0
haberman.csv,306,3,0.7358834244080145,0.7358834244080145,0.7358834244080145,0.5455528034104241,0.5388121406237284,0.5469449890984429,0.7329749103942652,0.7329749103942652,0.7329749103942652,0.544607808192571,0.5431399775875939,0.5537731846173605,Same,Same,Increased,Increased,0,0,9,1,8,0,0,9,1,8,0
heart-statlog.csv,270,13,0.8765432098765432,0.8780864197530864,0.8708847736625516,0.3731335401535034,0.36581812302271527,0.3828100893232558,0.823045267489712,0.8209876543209876,0.823045267489712,0.4332236912515428,0.43168314629130894,0.4369549685054355,Decreased,Increased,Increased,Increased,3,6,0,0,9,4,3,2,4,5,0
heart_c.csv,303,13,0.8370720188902006,0.8819362455726092,0.8270365997638726,0.4111186606543405,0.3620829922812326,6.590819311993463,0.772833723653396,0.8149882903981265,0.775175644028103,0.47197100945881426,0.4324905404022762,7.874120699507849,Decreased,Decreased,Increased,Increased,1,6,0,1,6,3,3,1,2,5,0
heart_h.csv,294,13,0.8395136778115502,0.8419452887537994,0.8328267477203647,0.4260832795075008,0.41777321696281433,0.4238864268575396,0.7966101694915253,0.7990314769975786,0.7966101694915253,0.4798571126801627,0.4773286495889936,0.46972085322652546,Decreased,Decreased,Increased,Decreased,1,6,0,1,6,3,4,0,5,2,0
heart_statlog.csv,270,13,0.7803497942386832,0.8132716049382717,0.8091563786008231,0.47635611560609603,0.4347745047675239,0.4509393076101939,0.7016460905349794,0.742798353909465,0.7263374485596708,0.5255997048483955,0.4881301124890645,0.5085906551943885,Decreased,Decreased,Increased,Increased,1,5,3,1,8,1,5,3,3,6,0
humandevel.csv,130,1,0.670940170940171,0.6720085470085471,0.6762820512820513,0.5272338423464034,0.523040708568361,6.23194436232249,0.6666666666666666,0.6623931623931624,0.6666666666666666,0.5148392799827788,0.5124783251020644,5.151541322469711,Increased,Increased,Increased,Increased,3,0,6,2,7,1,0,8,3,6,0
ionosphere.csv,351,34,0.9063492063492062,0.9095238095238094,0.9027777777777778,0.2886287338203854,0.2711366398466957,3.9505450990464954,0.8294209702660406,0.8294209702660406,0.8262910798122065,0.398606550362375,0.39375567105081344,5.341293500529395,Decreased,Decreased,Increased,Increased,0,6,3,3,6,2,3,4,2,7,0
iris.csv,150,4,0.9657407407407407,0.9657407407407407,0.9657407407407407,0.08335444706285162,0.0790347083109534,3.4512842489251248,0.9518518518518518,0.9518518518518518,0.9518518518518518,0.09069159668352866,0.0874023672141548,4.836017133642195,Same,Same,Increased,Increased,0,0,9,0,9,0,0,9,0,9,0
kc1-top5.csv,145,94,0.94683908045977,0.94683908045977,0.94683908045977,0.16028841833273566,0.14956760654846826,4.194401957094669,0.9367816091954023,0.9367816091954023,0.9367816091954023,0.19785282450417674,0.1967675946652889,6.32777267942826,Same,Same,Increased,Increased,0,0,6,0,6,0,0,6,0,6,0
lowbwt.csv,189,9,0.7917586460632818,0.8300220750551877,0.7814569536423841,0.44159243835343254,0.39801711837450665,10.961791661050585,0.7602339181286549,0.801169590643275,0.7660818713450293,0.4783809979756673,0.43790334794256425,10.553812616401249,Decreased,Decreased,Increased,Increased,0,7,2,1,8,1,1,7,3,6,0
lsvt.csv,126,310,0.875,0.91,0.8725,0.3880913183093071,0.3502921611070633,7.648572720587254,0.6923076923076923,0.7163461538461539,0.6153846153846154,0.5056645348668098,0.4991624094545841,12.49328838288784,Decreased,Decreased,Increased,Increased,0,2,6,1,7,0,5,3,0,8,0
lungcancer_GSE31210.csv,226,23,0.8407407407407407,0.8407407407407407,0.8407407407407407,0.3007799271080229,0.29154715438683826,0.3219686448574066,0.8623188405797102,0.8623188405797102,0.8623188405797102,0.33659157488081193,0.33519815239641404,0.34240717854764724,Same,Same,Increased,Increased,0,0,9,1,8,0,0,9,4,5,0
mc2.csv,161,39,0.689453125,0.724609375,0.693359375,0.5526098012924194,0.5274680554866791,0.584554597735405,0.696969696969697,0.696969696969697,0.696969696969697,0.6000769585371017,0.5803986340761185,0.6097820401191711,Decreased,Same,Increased,Increased,0,2,2,0,4,1,1,2,2,2,0
molecular-biology_promoters.csv,106,57,0.8888888888888888,0.8888888888888888,0.8822751322751323,0.3119403471549352,0.2909058431784312,5.514976119001706,0.7070707070707072,0.702020202020202,0.6666666666666666,0.534961654080285,0.5345949563715193,7.071202062898212,Decreased,Decreased,Increased,Increased,0,4,5,2,7,0,3,6,4,5,0
molecular_biology_promoters.csv,106,57,0.8558201058201058,0.8650793650793651,0.8544973544973545,0.39759741226832074,0.3751391288306978,6.121057571636306,0.6363636363636364,0.6464646464646466,0.6515151515151516,0.592417793141471,0.5931236412790086,5.079400681787067,Decreased,Increased,Increased,Increased,1,3,5,6,3,3,3,3,4,5,0
mu284.csv,284,10,0.8783039647577093,0.920704845814978,0.9223568281938326,0.2141200676560402,0.2041949271224439,0.1695596980862319,0.8969298245614035,0.9013157894736843,0.9320175438596492,0.21101744484622031,0.20513088675215838,0.17663193773478264,Increased,Increased,Decreased,Decreased,1,5,2,1,7,1,4,3,2,6,0
mux6.csv,128,6,0.5871459694989106,0.630718954248366,0.6132897603485838,0.6650116311179267,0.6581524809201559,6.0311924484041,0.5427350427350428,0.5,0.4914529914529914,0.6794980830616422,0.6800212727652656,6.590433173709446,Decreased,Decreased,Increased,Increased,4,2,3,2,7,2,2,5,1,8,0
newton_hema.csv,140,3,0.5744047619047619,0.6081349206349206,0.6021825396825397,0.6614445911513435,0.644167058997684,11.510903709464603,0.5595238095238096,0.5753968253968255,0.5952380952380953,0.666209962632921,0.6468843751483493,12.001261313756308,Decreased,Increased,Increased,Increased,1,4,4,1,8,3,2,4,3,6,0
parkinsons.csv,195,22,0.810897435897436,0.8365384615384616,0.8044871794871796,0.3301576226949692,0.30815764764944714,0.32529523471991223,0.7991452991452991,0.8076923076923076,0.7948717948717948,0.3664492915074031,0.3580436408519745,0.33673804501692456,Decreased,Decreased,Increased,Decreased,1,4,1,0,6,1,3,2,6,0,0
pc1_req.csv,320,8,0.671875,0.671875,0.671875,0.6226206289397346,0.6166296468840705,21.777024434672462,0.640625,0.640625,0.640625,0.6345428890652127,0.6355016032854716,25.376300652821858,Same,Same,Increased,Increased,0,0,9,2,7,0,0,9,2,7,0
planning-relax.csv,182,12,0.7187739463601532,0.7187739463601532,0.7187739463601532,0.6032831867535909,0.5974277324146695,0.5986142688327365,0.6966966966966966,0.6966966966966966,0.6966966966966966,0.6081922385427687,0.6112735735045539,0.606638683213128,Same,Same,Increased,Decreased,0,0,9,3,6,0,0,9,8,1,0
plasma_retinol.csv,315,13,0.5784832451499118,0.5798059964726632,0.5811287477954143,0.6785794496536255,0.6770327422353957,0.6786600152651469,0.5873015873015872,0.5943562610229276,0.5925925925925924,0.6769449247254266,0.6771839194827609,0.6769107712639703,Increased,Decreased,Increased,Decreased,1,0,8,1,8,0,1,8,5,4,0
prnn_crabs.csv,200,7,0.7854166666666668,0.8340277777777778,0.8430555555555556,0.345762711432245,0.3388560136987103,5.835135244246986,0.8111111111111111,0.8305555555555555,0.8416666666666666,0.34242784790694714,0.33670070332785446,5.49299037663473,Increased,Increased,Increased,Increased,1,2,6,3,6,2,2,5,3,6,0
prnn_synth.csv,250,2,0.7316666666666668,0.7744444444444445,0.7311111111111112,0.47404483954111737,0.4648955663045247,11.885557797220018,0.7466666666666666,0.7844444444444444,0.7422222222222222,0.508313967121972,0.5072132547696432,9.696544763114717,Decreased,Decreased,Increased,Increased,1,4,4,3,6,0,4,5,2,7,0
promoters.csv,106,58,0.8214285714285714,0.9166666666666666,0.8660714285714286,0.36426856089383364,0.2697995640337467,0.2641001637093723,0.7215909090909091,0.7784090909090908,0.7329545454545454,0.5032038278877735,0.4668588303029537,0.5028620976954699,Decreased,Decreased,Decreased,Increased,0,1,7,3,5,2,4,2,3,5,0
pwLinear.csv,200,10,0.7250000000000001,0.7618055555555555,0.7375,0.47721748219596016,0.47126882606082493,0.4998817443847656,0.7222222222222222,0.7305555555555555,0.7416666666666666,0.5057930797338486,0.5041323337290022,0.5168729788727231,Decreased,Increased,Increased,Increased,2,4,3,1,8,2,2,5,2,7,0
qualitative-bankruptcy.csv,250,6,0.663125,0.66625,0.7,0.5729079432785511,0.5663734264671803,26.995081674307585,0.6749999999999999,0.675,0.7075,0.5599429346621037,0.5556789189577103,26.364903662353754,Increased,Increased,Increased,Increased,3,1,4,1,7,3,0,5,1,7,0
rabe_266.csv,120,2,0.8576388888888888,0.8564814814814814,0.8611111111111112,0.27393487923675114,0.2618212964799669,0.3019455389844047,0.8148148148148148,0.8148148148148148,0.8101851851851852,0.27998049805561703,0.2711050791872872,0.31539781722757554,Increased,Decreased,Increased,Increased,4,2,3,2,7,1,2,6,2,7,0
rmftsa_ctoarrivals.csv,264,2,0.7372301211163771,0.7377567140600315,0.7245918904686677,0.4933095739947425,0.48916711078749764,0.5238098303476969,0.7505241090146751,0.7526205450733754,0.7274633123689729,0.4782399402724372,0.47401559352874756,0.5178057154019674,Decreased,Decreased,Increased,Increased,1,7,1,0,9,1,5,3,0,9,0
servo.csv,167,4,0.9147869674185463,0.9365079365079365,0.8220551378446115,0.22007838553852505,0.17412115136782325,0.3046265145142873,0.9052287581699345,0.9052287581699345,0.8169934640522876,0.21908047464158795,0.18799776004420382,0.2951965464486016,Decreased,Decreased,Increased,Increased,0,7,2,0,9,0,6,3,0,9,0
sleuth_case2002.csv,147,6,0.5849952516619185,0.5830959164292498,0.577397910731244,0.675708896583981,0.670324530866411,6.960125380092197,0.6259259259259259,0.6296296296296295,0.6185185185185185,0.6624846855799357,0.6635976102617052,4.665959113174015,Decreased,Decreased,Increased,Increased,1,2,6,1,8,0,2,7,4,5,0
tae.csv,151,5,0.6537037037037038,0.6675925925925926,0.6583333333333333,0.6193302472432455,0.6096648242738512,23.894889268610214,0.7060931899641578,0.7060931899641578,0.7025089605734768,0.6042068666881986,0.5950810578134325,20.26003901163737,Decreased,Decreased,Increased,Increased,1,3,5,0,9,2,2,5,2,7,0
tecator.csv,240,124,0.91015625,0.9388020833333333,0.9192708333333334,0.204501929692924,0.18388032633811235,0.26523176580667496,0.8958333333333334,0.8776041666666666,0.8463541666666667,0.25629417784512043,0.24786121957004068,0.317853718996048,Decreased,Decreased,Increased,Increased,0,7,1,0,8,1,6,1,0,8,0
transplant.csv,131,3,0.9081196581196581,0.9081196581196581,0.9059829059829059,0.19833215946952498,0.19244815285007155,0.2094168017307917,0.9218106995884775,0.9218106995884775,0.9218106995884775,0.18893071502033204,0.1865868903696537,0.19701837313671902,Decreased,Same,Increased,Increased,1,2,6,2,7,0,0,9,3,6,0
triazines.csv,186,60,0.7199699699699699,0.7695195195195196,0.7154654654654655,0.586796008878284,0.5302659041351743,17.792382660839294,0.6403508771929824,0.6842105263157894,0.6520467836257309,0.6126287546422746,0.583960235118866,22.24450041519271,Decreased,Decreased,Increased,Increased,0,6,3,0,9,2,3,4,1,8,0
veteran.csv,137,7,0.6931702344546381,0.6941896024464831,0.692150866462793,0.5897815691100227,0.5751358469327291,0.6042995519108243,0.6666666666666666,0.6468253968253967,0.6626984126984127,0.6216097672780355,0.616852237118615,0.6283105479346381,Decreased,Increased,Increased,Increased,0,1,8,1,8,1,0,8,1,8,0
vinnie.csv,380,2,0.8399122807017543,0.8417397660818713,0.8143274853801169,0.42435715595881146,0.3878868950737847,0.4376900527212355,0.8567251461988304,0.8538011695906432,0.8128654970760234,0.4130701886283027,0.3755173219574822,0.4273326065805223,Decreased,Decreased,Increased,Increased,3,3,3,2,7,2,3,4,2,7,0
visualizing_environmental.csv,111,3,0.6426767676767677,0.6666666666666667,0.6502525252525253,0.642575376563602,0.6169544657071432,5.613139000203875,0.5942028985507247,0.6328502415458936,0.6038647342995169,0.647923641734653,0.619983024067349,9.250812590122223,Decreased,Decreased,Increased,Increased,2,3,4,1,8,2,3,4,3,6,0
visualizing_galaxy.csv,323,4,0.8827519379844961,0.8633720930232558,0.9050387596899225,0.27181190252304077,0.26276916451752186,0.263516116887331,0.8692307692307694,0.8365384615384616,0.8865384615384616,0.2725541004911065,0.265912969596684,0.26227006316185,Increased,Increased,Increased,Decreased,3,4,1,2,6,3,2,3,2,6,0
visualizing_livestock.csv,130,2,0.80982905982906,0.80982905982906,0.80982905982906,0.4790920350286696,0.4678846266534593,0.48720410466194153,0.7991452991452992,0.7991452991452992,0.7991452991452992,0.4912790622976091,0.4790711568461524,0.5050408012337155,Same,Same,Increased,Increased,0,0,9,1,8,0,0,9,1,8,0
wisconsin.csv,194,32,0.62078853046595,0.6444444444444444,0.6172043010752688,0.6583835747506883,0.6505648427539401,6.889747407701281,0.603988603988604,0.5754985754985755,0.5868945868945868,0.6661713851822747,0.6673751804563735,5.152813143200344,Decreased,Increased,Increased,Increased,2,6,1,3,6,5,2,2,2,7,0
